,BioScience.txt,Zoological Records.txt,Philosophy.txt,Medical.txt,Law.txt,Humanities.txt,Chemical.txt,Religion.txt,Economics.txt,Anthropology.txt,Korean Medical Terms.txt,Astronomy and Astrophysics.txt,,,,,,,,,,,,,
reaction,1,0,0,0,0,0,5,0,0,0,0,0,,,,,,,,,,,,,
reactions,2,0,0,5,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
reactive,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
reading,2,5,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,
real,3,12,1,8,2,3,0,1,16,0,0,1,,,,,,,,,,,,,
rearing,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reason,2,0,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rec,16,76,0,30,0,2,0,0,1,2,0,0,,,,,,,,,,,,,
recept,2,4,0,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
receptor,2,4,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
receptors,4,2,0,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rech,12,22,0,14,0,1,0,0,2,1,0,1,,,,,,,,,,,,,
recherche,8,15,0,7,0,0,0,2,0,0,0,5,,,,,,,,,,,,,
recherches,6,13,0,2,0,10,0,3,2,2,0,4,,,,,,,,,,,,,
rechnogo,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
recipe,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
recirculat,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
recirculating,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
recl,1,1,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,
reclam,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reclamation,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
recog,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
recognition,1,0,0,1,0,0,1,0,0,0,0,1,,,,,,,,,,,,,
reconstr,1,0,0,20,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
reconstructive,1,0,0,21,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
record,9,25,4,21,0,4,0,4,1,1,0,1,,,,,,,,,,,,,
records,7,34,0,2,0,2,0,0,0,2,0,1,,,,,,,,,,,,,
recoscixwio,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
recovery,2,4,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
recreation,1,1,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
recueil,1,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
recur,1,3,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
recurs,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
recursos,5,3,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
red,2,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
redox,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reef,20,18,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reefs,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reeks,2,8,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
ref,3,7,0,4,1,0,1,15,0,0,0,0,,,,,,,,,,,,,
reference,3,6,0,2,1,1,1,4,0,0,0,2,,,,,,,,,,,,,
reg,21,40,0,19,2,1,0,0,16,0,0,0,,,,,,,,,,,,,
regen,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
regenerative,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
region,6,13,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
regional,12,17,0,10,0,4,0,0,15,0,0,1,,,,,,,,,,,,,
regionales,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
regionalnogo,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
regions,8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
regul,8,7,0,24,0,0,2,0,2,0,0,0,,,,,,,,,,,,,
regulated,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
regulation,2,3,0,11,2,0,1,0,3,0,0,1,,,,,,,,,,,,,
regulations,2,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
regulatory,5,3,0,5,0,0,1,0,1,0,0,0,,,,,,,,,,,,,
rehab,3,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rehabil,8,3,0,64,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
rehabilitation,11,3,0,48,0,0,0,0,0,0,1,1,,,,,,,,,,,,,
reihe,10,56,0,7,0,5,0,0,0,0,0,4,,,,,,,,,,,,,
rel,2,0,1,0,0,0,0,90,0,0,0,0,,,,,,,,,,,,,
relat,10,5,0,34,0,1,7,0,6,0,0,0,,,,,,,,,,,,,
related,7,2,0,18,0,0,9,1,0,0,0,4,,,,,,,,,,,,,
relations,7,0,2,13,0,0,0,8,6,0,0,0,,,,,,,,,,,,,
relationships,2,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
relatorio,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
relatorios,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
release,2,0,0,3,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
reliab,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reliability,2,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,
religion,2,1,14,0,2,5,0,83,0,1,0,0,,,,,,,,,,,,,
religious,2,0,7,0,0,0,0,33,0,0,0,0,,,,,,,,,,,,,
remediat,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
remediation,3,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
remedies,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
remote,13,4,0,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,
renaissance,2,0,0,0,0,30,0,14,0,0,0,0,,,,,,,,,,,,,
rendu,1,2,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
rendus,8,9,0,7,0,0,4,0,0,0,0,9,,,,,,,,,,,,,
renew,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
renewable,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rennes,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rep,550,631,3,281,3,0,10,4,0,0,0,1,,,,,,,,,,,,,
repair,8,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reperes,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
report,498,538,1,70,1,3,0,8,0,0,0,32,,,,,,,,,,,,,
reporte,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reporter,3,0,0,4,2,0,0,2,0,1,0,0,,,,,,,,,,,,,
reportes,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reports,50,98,2,91,0,1,11,5,0,0,0,40,,,,,,,,,,,,,
repos,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
repositorio,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
repr,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reprint,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
reprints,1,2,0,0,0,1,0,0,0,0,0,36,,,,,,,,,,,,,
reprod,13,20,0,56,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
reproduction,11,17,0,24,0,0,1,2,0,0,0,0,,,,,,,,,,,,,
reproductive,4,5,0,14,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rept,1,0,0,0,0,0,0,0,0,0,0,14,,,,,,,,,,,,,
repub,2,13,1,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
republic,3,5,0,1,0,0,0,4,0,0,0,3,,,,,,,,,,,,,
res,492,738,13,723,3,1,60,14,57,21,2,1,,,,,,,,,,,,,
resarch,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
resdna,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
resdnaging,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reseach,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
research,494,740,20,459,3,31,61,37,53,19,2,129,,,,,,,,,,,,,
researcharchiv,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
researchdna,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
researchdnaging,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
researchenvironmental,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
researches,3,9,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
researchfundamental,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
researchgeneral,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
researchgenetic,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
researchhaiyang,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
researchjamstec,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
researchjidi,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
researchmutation,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
researchresource,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
researchreviews,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
researchrevue,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
resenviron,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reserv,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reservoir,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reservoirs,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
resfundam,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
resgenet,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reshaiyang,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
resist,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
resistance,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
resjamstec,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
resjidi,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
resmutat,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reson,7,0,0,22,0,0,8,0,0,0,1,0,,,,,,,,,,,,,
resonance,7,0,0,11,0,0,8,0,0,0,1,3,,,,,,,,,,,,,
resour,72,77,0,14,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
resource,16,7,0,2,0,0,0,0,15,0,0,0,,,,,,,,,,,,,
resources,59,70,0,13,9,2,1,3,10,0,0,5,,,,,,,,,,,,,
respir,3,4,0,52,0,0,1,0,0,0,2,0,,,,,,,,,,,,,
respiratory,3,2,0,25,0,0,1,0,0,0,2,0,,,,,,,,,,,,,
response,2,0,0,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
responsib,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
responsible,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
resrep,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
resresour,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
resrev,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ress,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ressour,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ressources,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ressurser,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ressursstudier,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
restor,5,16,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
restoration,5,16,0,0,0,3,0,2,0,0,0,0,,,,,,,,,,,,,
restruct,2,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
restructuration,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
restructuring,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
result,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
resultats,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
resur,5,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
resursi,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
resursov,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
resursy,2,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
retroviruses,2,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reumatol,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reumatologia,1,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rev,233,316,76,1060,229,1,53,25,176,31,0,1,,,,,,,,,,,,,
review,96,80,96,186,232,191,21,157,176,15,0,57,,,,,,,,,,,,,
reviewpeches,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
reviews,74,42,0,109,0,5,29,1,1,0,0,46,,,,,,,,,,,,,
revista,52,137,30,189,0,59,1,20,38,15,0,8,,,,,,,,,,,,,
revpeches,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
revue,15,55,16,92,0,72,4,30,32,1,0,19,,,,,,,,,,,,,
reykjavik,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rgo,1,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rhein,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rheinischer,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rheins,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rheum,2,0,0,14,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
rheumatic,1,0,0,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rheumatism,1,0,0,7,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
rheumatol,1,0,0,38,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rheumatology,3,0,0,22,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rhode,6,0,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rhum,1,0,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rhumatisme,1,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rhythm,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rhythms,2,4,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ri,6,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
ria,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ribarstvo,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ribni,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ricard,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rice,2,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rico,1,4,0,5,0,3,0,0,0,0,0,0,,,,,,,,,,,,,
ridge,4,0,0,3,0,0,0,6,0,0,0,0,,,,,,,,,,,,,
rightofways,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rights,2,0,2,4,13,0,0,2,0,0,0,0,,,,,,,,,,,,,
rijksuniv,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rijksuniversiteit,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rijswijk,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rimouski,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ringing,2,32,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rio,8,16,1,7,0,0,0,0,0,1,0,4,,,,,,,,,,,,,
risalah,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rise,2,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
risk,14,2,0,34,0,0,0,4,10,0,0,0,,,,,,,,,,,,,
rit,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
riv,5,13,6,68,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
rivadavia,1,20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rivadaviaae,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
river,6,6,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
rivers,16,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rivista,5,13,8,35,0,35,0,10,12,1,0,6,,,,,,,,,,,,,
rna,2,2,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
robot,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
robotics,1,0,0,0,0,0,1,0,0,0,0,3,,,,,,,,,,,,,
rock,2,2,0,0,2,0,0,0,0,4,0,0,,,,,,,,,,,,,
rockville,1,1,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rocky,2,12,0,6,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
rocz,1,6,0,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rocznik,1,2,0,1,0,3,0,0,0,0,0,1,,,,,,,,,,,,,
roentgenol,2,0,0,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
roentgenology,2,0,0,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rom,2,13,0,14,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
romana,1,2,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,
romane,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
romanica,2,3,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,
rosenstiel,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rossijskoj,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rostock,1,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,
rostocker,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
roum,1,11,0,24,0,0,1,0,0,1,0,0,,,,,,,,,,,,,
roumaine,1,9,6,10,0,2,1,0,2,0,0,3,,,,,,,,,,,,,
roy,3,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
royal,30,58,4,30,0,4,6,4,1,3,0,44,,,,,,,,,,,,,
royale,3,13,0,5,0,1,0,0,0,0,0,6,,,,,,,,,,,,,
rozpr,1,4,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rozprawy,1,1,0,1,0,1,0,0,0,0,0,2,,,,,,,,,,,,,
rseries,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rt,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rtico,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rtri,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rudolstaedter,4,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rundsch,2,5,1,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rundschau,2,5,1,5,0,1,0,2,0,0,0,2,,,,,,,,,,,,,
rural,8,10,0,6,0,0,0,2,6,0,0,0,,,,,,,,,,,,,
ruralis,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
russ,10,17,0,3,0,0,9,0,0,0,0,0,,,,,,,,,,,,,
russia,1,1,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,
russian,14,16,2,0,0,6,8,0,4,0,0,6,,,,,,,,,,,,,
russkogo,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ruthenica,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rv,1,0,0,0,0,0,0,2,0,0,0,1,,,,,,,,,,,,,
ryb,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ryback,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rybackiego,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rybackiegobulletin,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rybactwa,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rybn,3,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rybne,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rybnoe,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rybnogo,7,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rybokhoz,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rybokhozyajstvennoe,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rybokhozyajstvennye,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rybolov,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rybolovstva,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rybolovstvo,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rybovod,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
rybovodstvo,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ryukyus,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
s,29,236,6,58,6,2,2,24,0,6,0,5,,,,,,,,,,,,,
sabrao,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sadc,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sado,4,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
saernummer,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
saertrykkser,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
saertrykkserie,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
saertrykkserienorwegian,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
saertrykksernorwegian,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
saf,27,1,0,24,0,1,4,0,0,0,0,0,,,,,,,,,,,,,
safe,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
safety,31,1,0,20,0,0,4,0,0,0,0,1,,,,,,,,,,,,,
saga,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sahara,2,2,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,
salent,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
salentina,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
salle,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
salm,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
salmon,15,24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
salt,4,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
salud,2,4,0,18,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
samaki,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
samf,1,1,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
samfunns,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
samfunnsforsk,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
samfunnsforskning,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
samoa,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sampl,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sampling,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
samt,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
samudra,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
san,6,19,2,22,7,2,2,0,4,1,0,1,,,,,,,,,,,,,
sanctuaries,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sandia,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sang,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sanguinis,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sangyo,2,4,0,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sanit,1,2,0,32,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sanitary,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sankt,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
sanktpeterburgskogo,2,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sanktpetersburgskogo,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sante,2,0,0,33,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
santiago,2,4,0,6,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
santo,2,3,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sao,17,48,0,32,0,0,0,0,0,1,0,1,,,,,,,,,,,,,
sar,2,1,0,4,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
sardi,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sarsia,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sask,1,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
saskatchewan,1,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
saude,2,4,0,16,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
saudi,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
savannah,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sb,11,20,0,6,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
sbornik,11,19,0,3,0,0,0,0,0,2,0,2,,,,,,,,,,,,,
sc,2,1,0,6,1,1,0,1,0,0,0,0,,,,,,,,,,,,,
scand,21,24,0,163,0,0,3,0,2,1,0,0,,,,,,,,,,,,,
scandinavia,2,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
scandinavian,15,5,0,50,0,6,1,2,2,0,0,3,,,,,,,,,,,,,
scandinavica,6,18,0,44,0,2,3,0,0,1,0,6,,,,,,,,,,,,,
sccamlr,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
sch,10,18,1,57,4,1,0,3,3,2,0,0,,,,,,,,,,,,,
schadstoffforsch,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
